code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
EEE,2014B,636565,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass
EEE,2014B,636590,M,Wales,A Level or Equivalent,50-60%,0-35,0,30,N,Fail
EEE,2014B,636594,F,Scotland,Lower Than A Level,50-60%,0-35,0,30,N,Pass
EEE,2014B,636628,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
EEE,2014B,636634,M,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Pass
EEE,2014B,636653,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2014B,636656,M,West Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
EEE,2014B,636660,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
EEE,2014B,636697,M,South Region,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
EEE,2014B,636704,M,Wales,Lower Than A Level,40-50%,0-35,0,30,N,Fail
EEE,2014B,636712,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
EEE,2014B,636716,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
EEE,2014B,636718,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
EEE,2014B,636732,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
EEE,2014B,636743,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
EEE,2014B,636749,F,Scotland,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn
EEE,2014B,636783,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn
EEE,2014B,636807,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,Y,Pass
EEE,2014B,636830,M,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
EEE,2014B,636832,M,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
EEE,2014B,636875,M,London Region,HE Qualification,30-40%,35-55,0,30,N,Fail
EEE,2014B,636953,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
EEE,2014B,636996,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass
EEE,2014B,637003,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
EEE,2014B,637004,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail
EEE,2014B,637063,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
EEE,2014B,637064,M,North Region,HE Qualification,40-50%,0-35,0,30,N,Distinction
EEE,2014B,637067,M,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn
EEE,2014B,637070,M,Scotland,Lower Than A Level,20-Oct,35-55,0,30,N,Withdrawn
EEE,2014B,637075,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,Fail
EEE,2014B,637086,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
EEE,2014B,637089,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
EEE,2014B,637123,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2014B,637203,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass
EEE,2014B,637206,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
EEE,2014B,637238,F,South East Region,HE Qualification,80-90%,35-55,0,30,N,Withdrawn
EEE,2014B,637246,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
EEE,2014B,637279,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
EEE,2014B,637280,M,Scotland,A Level or Equivalent,60-70%,35-55,0,30,N,Pass
EEE,2014B,637292,M,London Region,Lower Than A Level,20-Oct,35-55,0,30,N,Withdrawn
EEE,2014B,637295,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
EEE,2014B,637325,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
EEE,2014B,637338,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,Fail
EEE,2014B,637347,M,South East Region,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
EEE,2014B,637348,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass
EEE,2014B,637358,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn
EEE,2014B,637370,M,North Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
EEE,2014B,637374,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
EEE,2014B,637382,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2014B,637388,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
EEE,2014B,637401,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
EEE,2014B,637414,M,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
EEE,2014B,637468,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail
EEE,2014B,637473,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
EEE,2014B,637474,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
EEE,2014B,637476,M,North Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Fail
EEE,2014B,637496,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
EEE,2014B,637509,M,North Western Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
EEE,2014B,637514,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
EEE,2014B,637528,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2014B,637563,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction
EEE,2014B,637582,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn
EEE,2014B,637586,M,North Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
EEE,2014B,637601,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
EEE,2014B,637621,M,South West Region,HE Qualification,30-40%,0-35,0,30,N,Distinction
EEE,2014B,637624,M,North Region,HE Qualification,,35-55,0,30,N,Distinction
EEE,2014B,637665,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction
EEE,2014B,637691,M,South Region,HE Qualification,70-80%,0-35,0,30,N,Pass
EEE,2014B,637708,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
EEE,2014B,637715,M,Scotland,Lower Than A Level,50-60%,35-55,0,30,N,Pass
EEE,2014B,637722,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass
EEE,2014B,637754,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn
EEE,2014B,637788,M,East Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Withdrawn
EEE,2014B,637800,M,West Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Distinction
EEE,2014B,637810,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2014B,637815,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction
EEE,2014B,637820,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
EEE,2014B,637846,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
EEE,2014B,637864,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
EEE,2014B,637867,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
EEE,2014B,637903,M,London Region,No Formal quals,20-Oct,35-55,0,30,N,Withdrawn
EEE,2014B,637906,M,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn
EEE,2014B,637939,M,North Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction
EEE,2014B,637980,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
EEE,2014B,637993,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2014B,638007,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
EEE,2014B,638018,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
EEE,2014B,638023,M,South West Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
EEE,2014B,638034,M,Wales,Lower Than A Level,60-70%,0-35,0,30,N,Pass
EEE,2014B,638036,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
EEE,2014B,638040,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Distinction
EEE,2014B,638051,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,Y,Pass
EEE,2014B,638092,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
EEE,2014B,638131,M,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail
EEE,2014B,638202,M,South West Region,No Formal quals,20-30%,0-35,0,60,N,Pass
EEE,2014B,638228,M,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
EEE,2014B,638243,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2014B,638254,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
EEE,2014B,638257,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
EEE,2014B,638358,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
EEE,2014B,638384,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
EEE,2014B,638388,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
EEE,2014B,638411,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
EEE,2014B,638414,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
EEE,2014B,638417,M,Scotland,Lower Than A Level,20-30%,0-35,0,30,N,Pass
EEE,2014B,638425,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
EEE,2014B,638426,M,North Region,A Level or Equivalent,20-Oct,0-35,0,30,N,Pass
EEE,2014B,638498,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
EEE,2014B,638503,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
EEE,2014B,638504,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2014B,638515,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction
EEE,2014B,638516,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
EEE,2014B,638544,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Pass
EEE,2014B,638554,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
EEE,2014B,638561,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
EEE,2014B,638575,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
EEE,2014B,638604,M,South West Region,HE Qualification,50-60%,0-35,0,60,N,Distinction
EEE,2014B,638621,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
EEE,2014B,638625,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
EEE,2014B,638655,M,Wales,Lower Than A Level,90-100%,0-35,0,30,N,Pass
EEE,2014B,638657,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
EEE,2014B,638677,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Distinction
EEE,2014B,638699,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
EEE,2014B,638756,M,Scotland,Lower Than A Level,0-10%,0-35,0,30,N,Pass
EEE,2014B,638771,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
EEE,2014B,638818,M,Scotland,HE Qualification,,0-35,0,60,N,Fail
EEE,2014B,638831,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2014B,638970,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
EEE,2014B,638997,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
EEE,2014B,639012,M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
EEE,2014B,639028,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Distinction
EEE,2014B,639053,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Pass
EEE,2014B,639176,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Fail
EEE,2014B,639181,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
EEE,2014B,639190,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass
EEE,2014B,639194,M,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass
EEE,2014B,639231,M,East Anglian Region,Lower Than A Level,0-10%,35-55,0,90,N,Pass
EEE,2014B,639232,M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction
EEE,2014B,639234,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
EEE,2014B,639238,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass
EEE,2014B,639243,M,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Withdrawn
EEE,2014B,639251,M,South West Region,Lower Than A Level,20-30%,35-55,0,30,N,Distinction
EEE,2014B,639253,M,Scotland,HE Qualification,60-70%,35-55,0,30,N,Fail
EEE,2014B,639461,M,North Western Region,Lower Than A Level,50-60%,35-55,0,90,Y,Withdrawn
EEE,2014B,639514,M,South East Region,Lower Than A Level,20-Oct,35-55,0,60,N,Withdrawn
EEE,2014B,639522,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
EEE,2014B,639533,M,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,Pass
EEE,2014B,639659,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction
EEE,2014B,639663,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,Y,Fail
EEE,2014B,639724,F,South East Region,HE Qualification,50-60%,35-55,0,60,N,Pass
EEE,2014B,639766,M,South Region,HE Qualification,90-100%,35-55,0,30,N,Pass
EEE,2014B,639919,M,West Midlands Region,A Level or Equivalent,20-Oct,35-55,0,60,N,Fail
EEE,2014B,639993,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,90,N,Pass
EEE,2014B,639995,M,South West Region,Lower Than A Level,50-60%,35-55,1,70,N,Pass
EEE,2014B,640054,M,North Region,HE Qualification,0-10%,35-55,0,60,N,Withdrawn
EEE,2014B,640098,M,South Region,A Level or Equivalent,70-80%,35-55,1,150,N,Withdrawn
EEE,2014B,640109,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
EEE,2014B,640140,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail
EEE,2014B,640144,F,Scotland,HE Qualification,90-100%,35-55,0,30,N,Pass
EEE,2014B,640178,M,Ireland,HE Qualification,,35-55,0,30,N,Distinction
EEE,2014B,640225,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
EEE,2014B,640265,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Pass
EEE,2014B,640278,M,Ireland,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
EEE,2014B,640289,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
EEE,2014B,640291,M,South Region,HE Qualification,70-80%,35-55,0,90,N,Pass
EEE,2014B,640307,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass
EEE,2014B,640329,M,North Western Region,HE Qualification,20-Oct,35-55,0,30,N,Withdrawn
EEE,2014B,640330,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
EEE,2014B,640393,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Fail
EEE,2014B,640425,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass
EEE,2014B,640429,M,London Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
EEE,2014B,640439,M,Scotland,A Level or Equivalent,90-100%,0-35,1,150,N,Withdrawn
EEE,2014B,640443,F,Scotland,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn
EEE,2014B,640455,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
EEE,2014B,640501,M,South West Region,A Level or Equivalent,40-50%,35-55,1,135,N,Distinction
EEE,2014B,640505,M,South Region,HE Qualification,90-100%,0-35,0,90,N,Pass
EEE,2014B,640552,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,30,N,Fail
EEE,2014B,640584,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
EEE,2014B,640654,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2014B,640658,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,180,Y,Withdrawn
EEE,2014B,640662,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
EEE,2014B,640691,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
EEE,2014B,640701,M,Ireland,A Level or Equivalent,,0-35,0,60,N,Withdrawn
EEE,2014B,640706,M,South East Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass
EEE,2014B,640711,F,Wales,HE Qualification,20-30%,0-35,0,30,N,Pass
EEE,2014B,640712,F,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction
EEE,2014B,640752,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2014B,640753,M,Scotland,HE Qualification,70-80%,35-55,0,30,N,Fail
EEE,2014B,640773,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn
EEE,2014B,640774,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass
EEE,2014B,640835,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
EEE,2014B,640836,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction
EEE,2014B,640848,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
EEE,2014B,640892,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Fail
EEE,2014J,640913,M,Scotland,Lower Than A Level,20-30%,0-35,0,30,N,Fail
EEE,2014J,640927,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn
EEE,2014J,640942,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
EEE,2014J,640975,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass
EEE,2014J,640982,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
EEE,2014J,640995,M,Ireland,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
EEE,2014J,641028,M,South Region,A Level or Equivalent,20-Oct,0-35,0,180,N,Pass
EEE,2014J,641045,M,East Midlands Region,HE Qualification,30-40%,0-35,0,210,N,Withdrawn
EEE,2014J,641073,F,Yorkshire Region,HE Qualification,20-Oct,0-35,1,120,N,Pass
EEE,2014J,641085,M,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Pass
EEE,2014J,641112,M,South Region,HE Qualification,90-100%,0-35,0,30,N,Pass
EEE,2014J,641116,M,Scotland,HE Qualification,20-Oct,35-55,0,30,N,Pass
EEE,2014J,641134,M,South West Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
EEE,2014J,641137,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2014J,641169,M,London Region,Lower Than A Level,20-Oct,0-35,0,30,N,Withdrawn
EEE,2014J,641192,M,North Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
EEE,2014J,641195,M,London Region,Lower Than A Level,20-Oct,55<=,0,60,N,Withdrawn
EEE,2014J,641200,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
EEE,2014J,641253,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn
EEE,2014J,641262,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
EEE,2014J,641265,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
EEE,2014J,641275,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,1,40,N,Pass
EEE,2014J,641305,M,North Western Region,HE Qualification,20-30%,35-55,0,120,N,Distinction
EEE,2014J,641307,M,East Anglian Region,HE Qualification,80-90%,0-35,0,30,N,Pass
EEE,2014J,641309,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass
EEE,2014J,641311,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Fail
EEE,2014J,641315,M,North Western Region,Lower Than A Level,70-80%,35-55,0,90,N,Distinction
EEE,2014J,641329,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
EEE,2014J,641347,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
EEE,2014J,641363,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail
EEE,2014J,641401,M,West Midlands Region,Lower Than A Level,90-100%,0-35,1,90,N,Withdrawn
EEE,2014J,641404,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2014J,641433,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
EEE,2014J,641434,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
EEE,2014J,641452,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction
EEE,2014J,641461,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Pass
EEE,2014J,641470,M,Scotland,Post Graduate Qualification,80-90%,0-35,1,30,N,Fail
EEE,2014J,641504,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,50,N,Fail
EEE,2014J,641535,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
EEE,2014J,641540,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
EEE,2014J,641547,M,Ireland,HE Qualification,90-100%,0-35,0,60,N,Pass
EEE,2014J,641557,M,Scotland,A Level or Equivalent,90-100%,35-55,0,30,N,Pass
EEE,2014J,641565,M,Yorkshire Region,HE Qualification,20-Oct,35-55,0,30,N,Fail
EEE,2014J,641566,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,Y,Pass
EEE,2014J,641569,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
EEE,2014J,641609,M,North Western Region,Lower Than A Level,50-60%,35-55,0,120,N,Fail
EEE,2014J,641613,M,South Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
EEE,2014J,641616,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction
EEE,2014J,641629,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
EEE,2014J,641684,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
EEE,2014J,641696,F,South East Region,HE Qualification,60-70%,0-35,0,150,N,Pass
EEE,2014J,641716,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass
EEE,2014J,641744,M,Scotland,A Level or Equivalent,20-30%,0-35,1,30,N,Withdrawn
EEE,2014J,641766,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass
EEE,2014J,641795,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
EEE,2014J,641804,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass
EEE,2014J,641817,M,Scotland,A Level or Equivalent,40-50%,35-55,0,30,N,Pass
EEE,2014J,641840,F,South West Region,HE Qualification,90-100%,0-35,0,120,N,Distinction
EEE,2014J,641845,M,North Region,Lower Than A Level,,35-55,0,60,N,Pass
EEE,2014J,641864,M,South Region,Lower Than A Level,90-100%,0-35,1,120,Y,Pass
EEE,2014J,641866,F,North Western Region,A Level or Equivalent,70-80%,0-35,1,90,N,Pass
EEE,2014J,641881,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
EEE,2014J,641896,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction
EEE,2014J,641899,M,London Region,HE Qualification,70-80%,0-35,0,80,N,Pass
EEE,2014J,641914,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,Y,Pass
EEE,2014J,641940,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn
EEE,2014J,641992,M,Scotland,Lower Than A Level,80-90%,35-55,0,30,N,Pass
EEE,2014J,642013,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
EEE,2014J,642029,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn
EEE,2014J,642056,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
EEE,2014J,642066,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
EEE,2014J,642067,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
EEE,2014J,642075,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
EEE,2014J,642083,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn
EEE,2014J,642122,M,South East Region,HE Qualification,50-60%,0-35,0,60,N,Pass
EEE,2014J,642128,M,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
EEE,2014J,642139,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,30,N,Fail
EEE,2014J,642181,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
EEE,2014J,642196,M,London Region,Lower Than A Level,30-40%,0-35,0,50,N,Withdrawn
EEE,2014J,642201,M,Scotland,Lower Than A Level,30-40%,35-55,0,30,N,Fail
EEE,2014J,642222,M,North Region,Lower Than A Level,20-Oct,0-35,0,60,N,Fail
EEE,2014J,642230,M,London Region,Lower Than A Level,60-70%,35-55,0,90,N,Distinction
EEE,2014J,642250,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
EEE,2014J,642261,M,North Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
EEE,2014J,642291,M,Ireland,Post Graduate Qualification,,0-35,0,30,N,Pass
EEE,2014J,642292,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass
EEE,2014J,642310,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
EEE,2014J,642342,F,Scotland,HE Qualification,70-80%,0-35,0,30,N,Pass
EEE,2014J,642375,M,Scotland,A Level or Equivalent,80-90%,0-35,0,30,Y,Pass
EEE,2014J,642396,F,North Region,HE Qualification,80-90%,35-55,0,60,N,Distinction
EEE,2014J,642405,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
EEE,2014J,642413,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
EEE,2014J,642439,M,South Region,HE Qualification,20-30%,35-55,0,60,N,Distinction
EEE,2014J,642443,M,South Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
EEE,2014J,642448,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
EEE,2014J,642449,M,Scotland,HE Qualification,80-90%,35-55,0,120,N,Distinction
EEE,2014J,642474,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
EEE,2014J,642493,F,Wales,HE Qualification,20-30%,35-55,0,30,N,Fail
